Loc,time,ax,ay,az,temp,pressure,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
2569088, 792559, 0.56, -0.14, 0.80, 1114.84, 102785.94, -2.15, -1.91, 0, 2, 7, -99, -6, 34
2569152, 792592, 0.56, -0.14, 0.80, 1114.87, 102777.33, -1.44, -1.93, 0, 2, 13, -34, 4, 34
2569216, 792627, 0.56, -0.14, 0.80, 1114.93, 102781.55, -1.79, -1.92, 0, 2, 8, -31, 0, 34
2569280, 792657, 0.56, -0.14, 0.80, 1114.75, 102787.47, -2.28, -1.91, 0, 2, 12, 6, -1, 34
2569344, 792690, 0.57, -0.14, 0.80, 1114.66, 102776.32, -1.36, -1.94, 0, 2, 12, 12, 0, 34
2569408, 792723, 0.57, -0.14, 0.79, 1114.87, 102784.55, -2.04, -1.90, 0, 2, 18, 91, 5, 34
2569472, 792756, 0.57, -0.14, 0.80, 1114.75, 102784.58, -2.04, -1.90, 0, 2, 24, 139, 13, 34
2569536, 792788, 0.56, -0.14, 0.81, 1114.75, 102781.41, -1.78, -1.90, 0, 2, 25, 145, 11, 34
2569600, 792821, 0.56, -0.14, 0.80, 1114.78, 102775.99, -1.34, -1.89, 0, 2, 14, 149, 11, 34
2569664, 792856, 0.56, -0.14, 0.80, 1114.55, 102784.96, -2.07, -1.88, 0, 2, 21, 263, 28, 34
2569728, 792889, 0.56, -0.14, 0.80, 1114.81, 102784.74, -2.05, -1.89, 0, 2, 23, 346, 52, 34
2569792, 792922, 0.55, -0.13, 0.81, 1114.84, 102783.35, -1.94, -1.88, 0, 2, 22, 351, 56, 34
2569856, 792956, 0.54, -0.13, 0.81, 1114.66, 102778.91, -1.57, -1.88, 0, 2, 49, 591, 84, 34
2569920, 792989, 0.53, -0.14, 0.85, 1114.81, 102782.71, -1.89, -1.86, 0, 2, 28, 464, 71, 34
2569984, 793024, 0.53, -0.15, 0.82, 1114.69, 102785.30, -2.10, -1.87, 0, 2, -6, 164, 38, 34
2570048, 793059, 0.53, -0.14, 0.83, 1114.20, 102780.13, -1.68, -1.87, 0, 2, 10, 250, 60, 34
2570112, 793092, 0.52, -0.15, 0.85, 1114.37, 102788.32, -2.35, -1.88, 0, 2, -3, 130, 50, 34
2570176, 793126, 0.52, -0.15, 0.84, 1114.20, 102784.74, -2.05, -1.90, 0, 2, -19, -136, 17, 34
2570240, 793159, 0.53, -0.16, 0.81, 1114.31, 102784.41, -2.02, -1.91, 0, 2, -7, -207, 2, 34
2570304, 793192, 0.54, -0.15, 0.80, 1114.40, 102784.36, -2.02, -1.90, 0, 2, 41, -32, 23, 34
2570368, 793227, 0.52, -0.14, 0.83, 1114.40, 102783.21, -1.93, -1.90, 0, 2, 43, -4, 20, 34
2570432, 793260, 0.53, -0.15, 0.83, 1114.49, 102784.28, -2.01, -1.89, 0, 2, 34, -33, 3, 34
2570496, 793292, 0.53, -0.15, 0.83, 1114.34, 102782.21, -1.84, -1.92, 0, 2, 16, -128, -15, 34
2570560, 793327, 0.54, -0.15, 0.81, 1113.76, 102782.86, -1.90, -1.92, 0, 2, 30, -55, -12, 34
2570624, 793358, 0.54, -0.15, 0.82, 1114.49, 102786.30, -2.18, -1.90, 0, 2, 38, -38, -13, 34
2570688, 793391, 0.54, -0.15, 0.82, 1114.84, 102783.64, -1.96, -1.94, 0, 2, 36, -38, -20, 34
2570752, 793423, 0.54, -0.15, 0.81, 1114.69, 102783.28, -1.93, -1.94, 0, 2, 38, -40, -27, 34
2570816, 793458, 0.54, -0.15, 0.82, 1114.46, 102781.30, -1.77, -1.93, 0, 2, 36, -42, -30, 34
2570880, 793493, 0.54, -0.15, 0.82, 1114.23, 102783.35, -1.94, -1.93, 0, 2, 25, -91, -41, 34
2570944, 793526, 0.54, -0.15, 0.81, 1113.99, 102788.86, -2.39, -1.96, 0, 2, 24, -82, -41, 34
2571008, 793559, 0.55, -0.14, 0.81, 1114.49, 102785.72, -2.13, -1.98, 0, 2, 25, -71, -42, 34
2571072, 793591, 0.55, -0.14, 0.81, 1114.66, 102785.27, -2.10, -1.98, 0, 2, 18, -50, -43, 34
2571136, 793624, 0.55, -0.14, 0.81, 1114.49, 102785.72, -2.13, -1.99, 0, 2, 19, -8, -33, 34
2571200, 793659, 0.55, -0.14, 0.81, 1114.52, 102778.28, -1.52, -2.02, 0, 2, 10, 2, -32, 34
2571264, 793692, 0.55, -0.14, 0.81, 1114.49, 102785.72, -2.13, -2.00, 0, 2, 10, 15, -30, 34
2571328, 793724, 0.55, -0.14, 0.80, 1114.60, 102783.64, -1.96, -2.00, 0, 2, 15, 28, -30, 34
2571392, 793757, 0.55, -0.14, 0.80, 1114.78, 102781.17, -1.76, -2.01, 0, 2, 19, 45, -25, 34
2571456, 793790, 0.55, -0.15, 0.81, 1114.63, 102782.86, -1.90, -1.99, 0, 2, 21, 48, -29, 34
2571520, 793825, 0.55, -0.14, 0.81, 1114.60, 102783.94, -1.99, -1.98, 0, 2, 28, 26, -25, 34
2571584, 793858, 0.56, -0.14, 0.80, 1114.75, 102781.13, -1.75, -1.98, 0, 2, 29, 16, -30, 34
2571648, 793888, 0.55, -0.14, 0.81, 1114.43, 102782.41, -1.86, -1.96, 0, 2, 25, -2, -39, 34
2571712, 793923, 0.55, -0.14, 0.81, 1114.63, 102783.16, -1.92, -1.96, 0, 2, 17, -28, -32, 34
2571776, 793956, 0.56, -0.14, 0.81, 1114.58, 102781.58, -1.79, -1.95, 0, 2, 10, -38, -33, 34
2571840, 793991, 0.56, -0.15, 0.81, 1114.72, 102781.92, -1.82, -1.95, 0, 2, 10, -44, -32, 34
2571904, 794021, 0.56, -0.14, 0.80, 1114.87, 102781.96, -1.82, -1.95, 0, 2, 6, -46, -27, 34
2571968, 794054, 0.56, -0.14, 0.80, 1114.66, 102782.66, -1.88, -1.93, 0, 2, 8, -16, -29, 34
2572032, 794089, 0.56, -0.14, 0.80, 1114.81, 102783.00, -1.91, -1.93, 0, 2, 9, -1, -22, 34
2572096, 794122, 0.56, -0.15, 0.80, 1114.90, 102787.25, -2.26, -1.92, 0, 2, 7, 20, -20, 34
2572160, 794155, 0.56, -0.14, 0.80, 1114.66, 102777.17, -1.43, -1.95, 0, 2, 11, 39, -15, 34
2572224, 794187, 0.56, -0.14, 0.80, 1114.93, 102780.10, -1.67, -1.92, 0, 2, 11, 53, -16, 34
2572288, 794220, 0.56, -0.14, 0.80, 1114.90, 102784.08, -2.00, -1.89, 0, 2, 12, 61, -12, 34
2572352, 794255, 0.57, -0.14, 0.79, 1114.66, 102779.49, -1.62, -1.88, 0, 2, 20, 88, -13, 34
2572416, 794286, 0.56, -0.14, 0.80, 1115.16, 102782.07, -1.83, -1.86, 0, 2, 30, 123, -6, 34
2572480, 794318, 0.56, -0.14, 0.80, 1114.95, 102781.30, -1.77, -1.84, 0, 2, 28, 114, -10, 34
2572544, 794351, 0.56, -0.14, 0.80, 1114.72, 102781.35, -1.78, -1.85, 0, 2, 26, 177, -4, 34
2572608, 794384, 0.57, -0.14, 0.79, 1114.84, 102781.61, -1.80, -1.84, 0, 2, 28, 272, 17, 34
2572672, 794419, 0.56, -0.14, 0.80, 1114.90, 102783.22, -1.93, -1.83, 0, 2, 31, 402, 44, 34
2572736, 794449, 0.55, -0.14, 0.83, 1114.78, 102784.36, -2.02, -1.84, 0, 2, 2, 335, 44, 34
2572800, 794482, 0.56, -0.13, 0.78, 1115.19, 102787.64, -2.29, -1.84, 0, 2, 12, 405, 62, 34
2572864, 794515, 0.53, -0.14, 0.84, 1114.90, 102782.35, -1.85, -1.86, 0, 2, 18, 373, 57, 34
2572928, 794548, 0.54, -0.14, 0.82, 1114.98, 102786.28, -2.18, -1.86, 0, 2, 24, 334, 52, 34
2572992, 794580, 0.54, -0.14, 0.81, 1115.07, 102785.05, -2.08, -1.88, 0, 2, 19, 322, 61, 34
2573056, 794613, 0.53, -0.14, 0.83, 1115.25, 102783.44, -1.94, -1.89, 0, 2, 25, 294, 57, 34
2573120, 794646, 0.52, -0.15, 0.85, 1115.01, 102787.22, -2.26, -1.89, 0, 2, 14, 201, 64, 34
2573184, 794679, 0.51, -0.15, 0.86, 1115.10, 102782.80, -1.89, -1.92, 0, 2, -19, 4, 45, 34
2573248, 794712, 0.52, -0.16, 0.82, 1114.90, 102783.78, -1.98, -1.92, 0, 2, -17, -124, 28, 34
2573312, 794746, 0.52, -0.15, 0.81, 1115.10, 102781.07, -1.75, -1.92, 0, 2, 14, -41, 36, 34
2573376, 794779, 0.51, -0.14, 0.83, 1115.01, 102784.61, -2.04, -1.92, 0, 2, 44, -46, 31, 34
2573440, 794812, 0.52, -0.15, 0.84, 1114.75, 102784.88, -2.06, -1.91, 0, 2, 43, -85, 8, 34
2573504, 794847, 0.53, -0.15, 0.82, 1114.66, 102780.07, -1.67, -1.94, 0, 2, 50, -104, -7, 34
2573568, 794880, 0.53, -0.15, 0.82, 1114.90, 102784.36, -2.02, -1.94, 0, 2, 49, -35, -7, 34
2573632, 794912, 0.53, -0.15, 0.83, 1114.72, 102783.08, -1.92, -1.94, 0, 2, 30, -68, -9, 34
2573696, 794947, 0.53, -0.15, 0.83, 1114.84, 102780.46, -1.70, -1.95, 0, 2, 17, -74, -5, 34
2573760, 794980, 0.53, -0.15, 0.81, 1114.90, 102784.36, -2.02, -1.95, 0, 2, 11, -98, -13, 34
2573824, 795015, 0.53, -0.15, 0.81, 1114.52, 102784.91, -2.07, -1.96, 0, 2, 31, -17, -8, 34
2573888, 795045, 0.53, -0.15, 0.81, 1114.52, 102781.46, -1.78, -1.97, 0, 2, 41, -16, -19, 34
2573952, 795078, 0.53, -0.14, 0.82, 1114.66, 102789.30, -2.43, -1.97, 0, 2, 46, -23, -32, 34
2574016, 795113, 0.54, -0.14, 0.82, 1115.07, 102781.88, -1.82, -2.00, 0, 2, 44, -27, -39, 34
2574080, 795146, 0.54, -0.14, 0.82, 1114.55, 102787.55, -2.28, -1.99, 0, 2, 36, -3, -33, 34
2574144, 795181, 0.54, -0.14, 0.82, 1114.78, 102781.75, -1.81, -1.99, 0, 2, 28, -6, -33, 34
2574208, 795211, 0.54, -0.14, 0.81, 1114.98, 102789.46, -2.44, -1.98, 0, 2, 18, 19, -26, 34
2574272, 795244, 0.54, -0.14, 0.81, 1114.84, 102785.36, -2.10, -2.00, 0, 2, 18, 50, -18, 34
2574336, 795279, 0.54, -0.14, 0.81, 1114.93, 102780.67, -1.72, -2.00, 0, 2, 20, 41, -21, 34
2574400, 795310, 0.54, -0.14, 0.82, 1114.81, 102783.28, -1.93, -1.99, 0, 2, 27, 26, -25, 34
2574464, 795342, 0.54, -0.14, 0.82, 1115.04, 102787.58, -2.29, -1.97, 0, 2, 24, -39, -31, 34
2574528, 795375, 0.55, -0.14, 0.82, 1115.07, 102783.61, -1.96, -1.99, 0, 2, 18, -79, -32, 34
2574592, 795408, 0.55, -0.14, 0.81, 1114.98, 102783.69, -1.97, -1.99, 0, 2, 16, -79, -31, 34
2574656, 795443, 0.55, -0.14, 0.81, 1115.42, 102781.82, -1.81, -2.00, 0, 2, 18, -78, -31, 34
2574720, 795473, 0.55, -0.14, 0.80, 1115.13, 102785.47, -2.11, -1.99, 0, 2, 18, -34, -22, 34
2574784, 795506, 0.56, -0.14, 0.81, 1115.19, 102781.86, -1.82, -1.99, 0, 2, 28, 21, -16, 34
2574848, 795539, 0.55, -0.14, 0.81, 1115.42, 102786.42, -2.19, -2.00, 0, 2, 23, 52, -13, 34
2574912, 795572, 0.55, -0.14, 0.82, 1115.36, 102783.42, -1.94, -2.01, 0, 2, 16, 37, -8, 34
2574976, 795604, 0.55, -0.14, 0.81, 1115.36, 102782.27, -1.85, -2.01, 0, 2, 0, -11, -13, 34
2575040, 795637, 0.55, -0.14, 0.81, 1115.22, 102782.52, -1.87, -2.02, 0, 2, -1, -17, -18, 34
2575104, 795670, 0.55, -0.14, 0.80, 1115.22, 102782.22, -1.84, -2.01, 0, 2, 2, 6, -11, 34
2575168, 795705, 0.56, -0.14, 0.80, 1114.90, 102782.07, -1.83, -2.00, 0, 2, 6, 21, -14, 34
2575232, 795738, 0.55, -0.14, 0.80, 1114.93, 102784.14, -2.00, -2.00, 0, 2, 7, 35, -10, 34
2575296, 795772, 0.55, -0.14, 0.81, 1114.95, 102785.63, -2.12, -1.98, 0, 2, 5, 30, -11, 34
2575360, 795805, 0.55, -0.14, 0.81, 1114.93, 102784.42, -2.02, -2.00, 0, 2, -6, 27, -10, 34
2575424, 795838, 0.56, -0.14, 0.80, 1114.87, 102779.92, -1.66, -1.98, 0, 2, -8, 21, -9, 34
2575488, 795873, 0.56, -0.14, 0.80, 1114.66, 102784.11, -2.00, -1.98, 0, 2, -7, 43, -7, 34
2575552, 795906, 0.56, -0.14, 0.81, 1114.84, 102784.50, -2.03, -1.95, 0, 2, 1, 44, -5, 34
2575616, 795938, 0.55, -0.14, 0.80, 1114.78, 102784.64, -2.05, -1.95, 0, 2, -3, 8, -12, 34
2575680, 795973, 0.55, -0.15, 0.81, 1114.98, 102786.86, -2.22, -1.97, 0, 2, 2, 23, -18, 34
2575744, 796006, 0.56, -0.15, 0.81, 1114.63, 102781.71, -1.80, -1.98, 0, 2, 2, 16, -16, 34
2575808, 796041, 0.56, -0.15, 0.80, 1114.46, 102784.75, -2.06, -1.96, 0, 2, 3, 31, -22, 34
2575872, 796073, 0.56, -0.14, 0.80, 1114.72, 102777.32, -1.44, -1.96, 0, 2, 10, 76, -14, 34
2575936, 796104, 0.56, -0.14, 0.80, 1115.07, 102781.88, -1.82, -1.94, 0, 2, 19, 167, -2, 34
2576000, 796139, 0.56, -0.14, 0.80, 1114.78, 102783.78, -1.98, -1.94, 0, 2, 31, 229, 8, 34
2576064, 796172, 0.55, -0.14, 0.81, 1114.72, 102780.19, -1.68, -1.93, 0, 2, 22, 207, 5, 34
2576128, 796207, 0.55, -0.14, 0.82, 1114.93, 102784.72, -2.05, -1.92, 0, 2, 21, 213, 4, 34
2576192, 796237, 0.55, -0.13, 0.80, 1115.16, 102788.13, -2.33, -1.91, 0, 2, 39, 415, 33, 34
2576256, 796270, 0.53, -0.15, 0.84, 1114.81, 102787.61, -2.29, -1.93, 0, 2, 0, 243, 23, 34
2576320, 796305, 0.54, -0.15, 0.82, 1114.87, 102785.41, -2.11, -1.96, 0, 2, -14, 124, 17, 34
2576384, 796336, 0.54, -0.16, 0.81, 1115.16, 102786.39, -2.19, -1.97, 0, 2, -6, 67, 10, 34
2576448, 796368, 0.54, -0.15, 0.81, 1115.01, 102784.33, -2.02, -1.98, 0, 2, 22, 157, 28, 34
2576512, 796401, 0.53, -0.15, 0.83, 1115.19, 102782.16, -1.84, -1.99, 0, 2, 27, 152, 28, 34
2576576, 796434, 0.53, -0.15, 0.83, 1115.04, 102782.67, -1.88, -1.99, 0, 2, 14, 60, 14, 34
2576640, 796469, 0.53, -0.15, 0.82, 1114.93, 102787.89, -2.31, -1.97, 0, 2, 16, 25, 3, 34
2576704, 796499, 0.53, -0.15, 0.81, 1115.04, 102780.36, -1.69, -1.99, 0, 2, 22, -45, -7, 34
2576768, 796532, 0.53, -0.14, 0.82, 1115.10, 102781.64, -1.80, -1.99, 0, 2, 36, -61, -15, 34
2576832, 796565, 0.53, -0.15, 0.82, 1114.95, 102781.58, -1.79, -1.98, 0, 2, 39, -104, -30, 34
2576896, 796598, 0.54, -0.15, 0.82, 1115.28, 102783.50, -1.95, -1.97, 0, 2, 38, -128, -35, 34
2576960, 796631, 0.54, -0.14, 0.81, 1115.30, 102780.67, -1.72, -1.96, 0, 2, 36, -96, -37, 34
2577024, 796663, 0.54, -0.14, 0.81, 1115.25, 102781.42, -1.78, -1.94, 0, 2, 33, -38, -29, 34
2577088, 796696, 0.55, -0.14, 0.81, 1115.19, 102781.00, -1.74, -1.94, 0, 2, 30, 8, -25, 34
2577152, 796731, 0.55, -0.14, 0.82, 1115.13, 102779.71, -1.64, -1.92, 0, 2, 17, 15, -25, 34
2577216, 796764, 0.55, -0.14, 0.81, 1114.98, 102785.42, -2.11, -1.93, 0, 2, 15, 5, -25, 34
2577280, 796796, 0.55, -0.15, 0.81, 1115.07, 102784.47, -2.03, -1.94, 0, 2, 21, -7, -21, 34
2577344, 796829, 0.55, -0.14, 0.81, 1114.75, 102778.52, -1.54, -1.95, 0, 2, 19, -11, -27, 34
2577408, 796862, 0.55, -0.14, 0.81, 1115.16, 102782.94, -1.90, -1.94, 0, 2, 18, -30, -28, 34
2577472, 796897, 0.55, -0.14, 0.81, 1114.95, 102783.03, -1.91, -1.93, 0, 2, 18, -51, -34, 34
2577536, 796930, 0.55, -0.14, 0.81, 1114.98, 102783.11, -1.92, -1.91, 0, 2, 21, -84, -32, 34
2577600, 796962, 0.56, -0.14, 0.81, 1114.81, 102784.44, -2.03, -1.89, 0, 2, 17, -111, -43, 34
2577664, 796997, 0.56, -0.14, 0.80, 1115.22, 102784.24, -2.01, -1.89, 0, 2, 15, -88, -37, 34
2577728, 797030, 0.56, -0.14, 0.81, 1114.98, 102778.21, -1.52, -1.88, 0, 2, 9, -78, -36, 34
2577792, 797065, 0.56, -0.14, 0.80, 1114.52, 102784.33, -2.02, -1.86, 0, 2, 0, -90, -30, 34
2577856, 797097, 0.56, -0.14, 0.81, 1114.95, 102787.36, -2.27, -1.86, 0, 2, -16, -93, -33, 34
2577920, 797128, 0.56, -0.14, 0.80, 1115.13, 102781.72, -1.81, -1.88, 0, 2, -22, -92, -30, 34
2577984, 797163, 0.57, -0.14, 0.80, 1115.19, 102785.91, -2.15, -1.86, 0, 2, -27, -66, -28, 34
2578048, 797196, 0.57, -0.15, 0.79, 1114.93, 102782.69, -1.89, -1.88, 0, 2, -26, -45, -31, 34
2578112, 797231, 0.57, -0.14, 0.79, 1115.01, 102779.13, -1.59, -1.89, 0, 2, -21, 12, -28, 34
2578176, 797261, 0.57, -0.14, 0.79, 1115.01, 102777.69, -1.47, -1.88, 0, 2, -5, 48, -23, 34
2578240, 797294, 0.57, -0.14, 0.79, 1114.90, 102780.03, -1.66, -1.85, 0, 2, -7, 41, -23, 34
2578304, 797329, 0.57, -0.14, 0.79, 1114.63, 102784.32, -2.02, -1.85, 0, 2, 0, 45, -26, 34
2578368, 797360, 0.57, -0.14, 0.80, 1115.19, 102781.28, -1.77, -1.86, 0, 2, -3, 40, -26, 34
2578432, 797392, 0.57, -0.14, 0.79, 1115.19, 102782.74, -1.89, -1.86, 0, 2, -3, 46, -23, 34
2578496, 797425, 0.57, -0.15, 0.80, 1114.95, 102778.71, -1.56, -1.88, 0, 2, 0, 52, -26, 34
2578560, 797458, 0.57, -0.14, 0.80, 1115.45, 102785.35, -2.10, -1.85, 0, 2, 0, 51, -21, 34
2578624, 797493, 0.57, -0.14, 0.80, 1115.10, 102780.78, -1.73, -1.85, 0, 2, -5, 49, -27, 34
2578688, 797523, 0.57, -0.14, 0.79, 1115.25, 102785.46, -2.11, -1.86, 0, 2, -3, 34, -32, 34
2578752, 797556, 0.57, -0.15, 0.80, 1115.36, 102787.17, -2.25, -1.87, 0, 2, -6, 41, -32, 34
2578816, 797589, 0.57, -0.14, 0.79, 1115.25, 102784.60, -2.04, -1.89, 0, 2, 3, 54, -24, 34
2578880, 797622, 0.57, -0.14, 0.79, 1115.33, 102783.92, -1.99, -1.89, 0, 2, 4, 40, -28, 34
2578944, 797655, 0.57, -0.15, 0.80, 1115.60, 102785.99, -2.16, -1.89, 0, 2, 1, 38, -30, 34
2579008, 797687, 0.57, -0.14, 0.80, 1115.10, 102784.53, -2.03, -1.90, 0, 2, -4, 29, -29, 34
2579072, 797722, 0.57, -0.14, 0.79, 1115.22, 102783.66, -1.97, -1.93, 0, 2, -1, 37, -30, 34
2579136, 797755, 0.57, -0.15, 0.79, 1115.10, 102779.35, -1.61, -1.92, 0, 2, 3, 40, -30, 34
2579200, 797788, 0.57, -0.14, 0.80, 1115.04, 102781.52, -1.79, -1.89, 0, 2, 0, 44, -33, 34
2579264, 797820, 0.57, -0.14, 0.80, 1115.10, 102785.39, -2.10, -1.89, 0, 2, -1, 39, -30, 34
2579328, 797853, 0.57, -0.14, 0.79, 1115.01, 102785.77, -2.13, -1.89, 0, 2, 2, 38, -32, 34
2579392, 797886, 0.57, -0.14, 0.79, 1115.28, 102780.63, -1.71, -1.90, 0, 2, -1, 40, -32, 34
2579456, 797921, 0.57, -0.14, 0.79, 1115.16, 102785.82, -2.14, -1.91, 0, 2, -2, 37, -29, 34
2579520, 797954, 0.57, -0.14, 0.79, 1115.01, 102779.71, -1.64, -1.94, 0, 2, 2, 41, -26, 34
2579584, 797988, 0.57, -0.14, 0.79, 1114.95, 102783.32, -1.93, -1.94, 0, 2, 3, 41, -30, 34
2579648, 798021, 0.57, -0.14, 0.79, 1115.42, 102780.94, -1.74, -1.93, 0, 2, 2, 51, -26, 34
2579712, 798054, 0.57, -0.14, 0.79, 1114.87, 102778.19, -1.52, -1.93, 0, 2, 7, 59, -31, 34
2579776, 798089, 0.57, -0.14, 0.79, 1114.84, 102781.61, -1.80, -1.91, 0, 2, 6, 61, -28, 34
2579840, 798121, 0.58, -0.14, 0.80, 1114.78, 102784.36, -2.02, -1.92, 0, 2, 1, 61, -23, 34
2579904, 798152, 0.57, -0.15, 0.80, 1114.78, 102780.61, -1.71, -1.92, 0, 2, 3, 64, -26, 34
2579968, 798187, 0.57, -0.15, 0.79, 1114.98, 102781.67, -1.80, -1.92, 0, 2, 2, 61, -21, 34
2580032, 798220, 0.57, -0.14, 0.79, 1114.81, 102782.13, -1.84, -1.90, 0, 2, 5, 66, -21, 34
2580096, 798255, 0.58, -0.14, 0.79, 1114.95, 102780.72, -1.72, -1.88, 0, 2, 3, 62, -25, 34
2580160, 798285, 0.57, -0.14, 0.80, 1115.19, 102783.60, -1.96, -1.87, 0, 2, 5, 61, -23, 34
2580224, 798318, 0.57, -0.15, 0.80, 1114.84, 102781.61, -1.80, -1.87, 0, 2, 7, 54, -22, 34
2580288, 798353, 0.57, -0.15, 0.79, 1115.13, 102779.99, -1.66, -1.85, 0, 2, 7, 53, -21, 34
2580352, 798384, 0.57, -0.15, 0.79, 1115.16, 102780.63, -1.71, -1.83, 0, 2, 10, 44, -18, 34
2580416, 798416, 0.57, -0.15, 0.79, 1115.04, 102782.38, -1.86, -1.82, 0, 2, 6, 43, -22, 34
2580480, 798451, 0.57, -0.14, 0.79, 1115.36, 102779.96, -1.66, -1.83, 0, 2, 11, 43, -19, 34
2580544, 798484, 0.57, -0.15, 0.79, 1115.13, 102778.25, -1.52, -1.82, 0, 2, 11, 44, -23, 34
2580608, 798519, 0.57, -0.15, 0.79, 1115.10, 102783.96, -1.99, -1.79, 0, 2, 8, 58, -22, 34
2580672, 798552, 0.57, -0.14, 0.79, 1115.19, 102782.16, -1.84, -1.79, 0, 2, 6, 58, -19, 34
2580736, 798582, 0.57, -0.14, 0.80, 1114.98, 102781.67, -1.80, -1.79, 0, 2, 11, 64, -20, 34
2580800, 798617, 0.57, -0.14, 0.79, 1115.45, 102779.58, -1.63, -1.78, 0, 2, 13, 58, -17, 34
2580864, 798650, 0.57, -0.15, 0.80, 1115.07, 102785.92, -2.15, -1.78, 0, 2, 10, 52, -17, 34
2580928, 798685, 0.57, -0.15, 0.80, 1115.04, 102782.96, -1.91, -1.79, 0, 2, 12, 46, -19, 34
2580992, 798715, 0.57, -0.15, 0.80, 1115.25, 102784.60, -2.04, -1.80, 0, 2, 13, 41, -12, 34
2581056, 798748, 0.57, -0.14, 0.79, 1115.22, 102780.78, -1.73, -1.82, 0, 2, 12, 37, -16, 34
2581120, 798783, 0.57, -0.14, 0.79, 1115.16, 102784.66, -2.05, -1.82, 0, 2, 9, 47, -15, 34
2581184, 798816, 0.57, -0.14, 0.79, 1115.10, 102778.77, -1.56, -1.82, 0, 2, 6, 44, -14, 34
2581248, 798849, 0.57, -0.14, 0.79, 1115.16, 102781.21, -1.77, -1.81, 0, 2, 15, 47, -16, 34
2581312, 798883, 0.57, -0.15, 0.79, 1114.95, 102781.00, -1.74, -1.81, 0, 2, 15, 46, -13, 34
2581376, 798916, 0.57, -0.14, 0.79, 1115.04, 102781.52, -1.79, -1.81, 0, 2, 16, 50, -19, 34
2581440, 798951, 0.57, -0.14, 0.79, 1114.81, 102779.83, -1.65, -1.81, 0, 2, 10, 43, -21, 34
2581504, 798986, 0.57, -0.15, 0.80, 1114.58, 102781.88, -1.82, -1.79, 0, 2, 8, 42, -21, 34
2581568, 799019, 0.57, -0.15, 0.79, 1114.98, 102779.94, -1.66, -1.79, 0, 2, 14, 48, -22, 34
2581632, 799051, 0.57, -0.14, 0.79, 1114.81, 102777.52, -1.46, -1.79, 0, 2, 16, 49, -14, 34
2581696, 799086, 0.57, -0.15, 0.79, 1114.95, 102783.61, -1.96, -1.78, 0, 2, 12, 54, -16, 34
2581760, 799119, 0.57, -0.14, 0.79, 1115.10, 102784.25, -2.01, -1.79, 0, 2, 16, 49, -17, 34
2581824, 799154, 0.57, -0.15, 0.79, 1114.84, 102779.02, -1.59, -1.80, 0, 2, 10, 51, -18, 34
2581888, 799184, 0.57, -0.15, 0.79, 1114.84, 102779.32, -1.61, -1.81, 0, 2, 15, 50, -16, 34
2581952, 799217, 0.57, -0.14, 0.80, 1114.90, 102781.77, -1.81, -1.79, 0, 2, 18, 51, -14, 34
2582016, 799252, 0.57, -0.14, 0.79, 1114.98, 102778.78, -1.56, -1.79, 0, 2, 13, 42, -17, 34
2582080, 799285, 0.57, -0.14, 0.79, 1115.16, 102779.75, -1.64, -1.77, 0, 2, 13, 44, -13, 34
2582144, 799318, 0.57, -0.14, 0.80, 1114.78, 102781.75, -1.81, -1.78, 0, 2, 11, 43, -13, 34
2582208, 799350, 0.57, -0.14, 0.79, 1115.16, 102779.17, -1.60, -1.76, 0, 2, 11, 44, -13, 34
2582272, 799383, 0.57, -0.15, 0.79, 1115.22, 102778.19, -1.52, -1.74, 0, 2, 12, 44, -16, 34
2582336, 799418, 0.57, -0.15, 0.79, 1114.93, 102778.66, -1.55, -1.72, 0, 2, 12, 44, -18, 34
2582400, 799449, 0.57, -0.15, 0.79, 1115.33, 102780.75, -1.73, -1.71, 0, 2, 17, 43, -17, 34
2582464, 799481, 0.57, -0.14, 0.80, 1115.25, 102781.13, -1.75, -1.69, 0, 2, 17, 41, -18, 34
2582528, 799516, 0.57, -0.14, 0.80, 1115.01, 102784.61, -2.04, -1.70, 0, 2, 12, 36, -12, 34
2582592, 799549, 0.57, -0.14, 0.79, 1114.78, 102776.28, -1.36, -1.71, 0, 2, 8, 36, -14, 34
2582656, 799584, 0.57, -0.14, 0.79, 1115.28, 102780.63, -1.71, -1.70, 0, 2, 12, 40, -18, 34
2582720, 799614, 0.57, -0.14, 0.79, 1115.33, 102780.47, -1.70, -1.69, 0, 2, 13, 43, -13, 34
2582784, 799647, 0.57, -0.15, 0.79, 1115.13, 102779.71, -1.64, -1.69, 0, 2, 16, 45, -16, 34
2582848, 799682, 0.57, -0.15, 0.79, 1115.25, 102785.46, -2.11, -1.69, 0, 2, 13, 42, -14, 34
2582912, 799715, 0.58, -0.14, 0.79, 1115.04, 102783.53, -1.96, -1.71, 0, 2, 13, 42, -15, 34
2582976, 799748, 0.57, -0.14, 0.79, 1115.25, 102781.99, -1.83, -1.73, 0, 2, 10, 43, -18, 34
2583040, 799782, 0.58, -0.14, 0.80, 1115.36, 102777.08, -1.43, -1.73, 0, 2, 11, 41, -16, 34
2583104, 799815, 0.57, -0.14, 0.79, 1115.48, 102782.83, -1.90, -1.70, 0, 2, 13, 48, -16, 34
2583168, 799850, 0.57, -0.14, 0.79, 1115.13, 102782.00, -1.83, -1.71, 0, 2, 17, 41, -15, 34
