timestampMs	pressurePa	barometerTemperatureK	accelerationMSS_x	accelerationMSS_y	accelerationMSS_z	velocityRadS_x	velocityRadS_y	velocityRadS_z	imuTemperatureK	batteryVoltageV	altitudeM	velocityMS	accelerationMSS	unfilteredAltitudeM	flightState	drogueContinuity	drogueFired	mainContinuity	mainFired
666441	100697.046875	301.18	1.757344	-0.090979	-9.686940	0.034055	0.001064	-0.017027	305.54	0.00	1.99	0.08	-0.11	54.825614	0	0	0	0	0
671441	100697.046875	301.18	1.781286	-0.086191	-9.696516	0.035119	0.001064	-0.018091	305.78	0.01	2.28	0.14	-0.12	54.825614	0	0	0	0	0
676441	100700.796875	301.19	1.747767	-0.086191	-9.691728	0.036183	0.002128	-0.018091	305.59	0.00	0.06	0.07	-0.11	54.445621	0	0	0	0	0
681441	100717.109375	301.18	1.776497	-0.134075	-9.710882	0.034055	0.001064	-0.019156	305.68	0.00	-0.62	-0.46	-0.11	53.019302	0	0	0	0	0
686441	100697.046875	301.18	1.819593	-0.100556	-9.710882	0.034055	0.002128	-0.019156	305.59	0.00	0.30	0.21	-0.08	54.773536	0	0	0	0	0
691441	100697.046875	301.18	1.800439	-0.067037	-9.701305	0.034055	0.002128	-0.013834	305.59	0.01	-0.39	-0.46	-0.08	54.773536	0	0	0	0	0
696441	100697.046875	301.18	1.824381	-0.067037	-9.662998	0.034055	0.001064	-0.015963	305.73	0.00	0.11	-0.01	-0.12	54.773536	0	0	0	0	0
701441	100693.265625	301.16	1.795651	-0.057460	-9.672574	0.035119	0.000000	-0.015963	305.54	0.00	0.29	0.22	-0.11	55.104194	0	0	0	0	0
706441	100697.046875	301.18	1.790862	-0.086191	-9.734824	0.037247	0.001064	-0.019156	305.73	0.01	0.25	0.22	-0.07	54.773536	0	0	0	0	0
711441	100713.343750	301.16	1.781286	-0.086191	-9.682151	0.034055	-0.002128	-0.015963	305.59	0.00	0.09	-0.07	-0.11	53.348541	0	0	0	0	0
716441	100693.265625	301.16	1.786074	-0.100556	-9.677363	0.037247	0.002128	-0.019156	305.20	0.01	0.27	0.13	-0.13	55.104194	0	0	0	0	0
721441	100676.984375	301.18	1.786074	-0.138863	-9.677363	0.034055	0.001064	-0.021284	305.54	0.00	0.39	0.23	-0.12	56.528053	0	0	0	0	0
726441	100717.109375	301.18	1.781286	-0.095768	-9.672574	0.034055	0.001064	-0.021284	305.68	0.00	-0.32	-0.53	-0.12	53.019302	0	0	0	0	0
731441	100693.265625	301.16	1.781286	-0.110133	-9.677363	0.035119	-0.001064	-0.020220	305.54	0.01	0.51	0.29	-0.11	55.104194	0	0	0	0	0
736441	100713.343750	301.16	1.786074	-0.110133	-9.672574	0.035119	0.001064	-0.020220	305.54	0.01	-0.37	-0.62	-0.12	53.348541	0	0	0	0	0
741441	100713.343750	301.16	1.766920	-0.100556	-9.648633	0.035119	0.002128	-0.018091	305.44	0.00	0.23	-0.13	-0.12	53.348541	0	0	0	0	0
746441	100689.500000	301.14	1.766920	-0.110133	-9.672574	0.036183	0.000000	-0.017027	305.34	0.01	0.65	0.33	-0.12	55.433494	0	0	0	0	0
751441	100685.734375	301.13	1.766920	-0.095768	-9.706093	0.032990	0.001064	-0.019156	305.24	0.01	0.67	0.35	-0.16	55.762805	0	0	0	0	0
756441	100705.796875	301.13	1.781286	-0.076614	-9.686940	0.035119	0.001064	-0.018091	305.44	0.00	0.26	-0.17	-0.11	54.008415	0	0	0	0	0
761441	100702.031250	301.11	1.786074	-0.090979	-9.706093	0.035119	0.000000	-0.019156	305.39	0.01	0.33	-0.11	-0.11	54.337684	0	0	0	0	0
766441	100718.328125	301.09	1.762132	-0.086191	-9.715670	0.035119	0.000000	-0.017027	305.73	0.00	0.41	-0.17	-0.10	52.912746	0	0	0	0	0
771441	100678.203125	301.09	1.762132	-0.090979	-9.701305	0.036183	0.002128	-0.018091	305.54	0.00	0.94	0.44	-0.12	56.421459	0	0	0	0	0
776441	100661.906250	301.11	1.766920	-0.100556	-9.701305	0.036183	-0.002128	-0.018091	305.39	0.01	1.29	0.56	-0.11	57.846858	0	0	0	0	0
781441	100678.203125	301.09	1.771709	-0.100556	-9.682151	0.036183	0.001064	-0.019156	305.54	0.00	0.51	-0.07	-0.12	56.421459	0	0	0	0	0
786441	100702.031250	301.11	1.800439	-0.105344	-9.691728	0.036183	0.002128	-0.021284	305.34	0.00	0.26	-0.33	-0.12	54.337684	0	0	0	0	0
791441	100681.968750	301.11	1.795651	-0.086191	-9.677363	0.035119	0.001064	-0.020220	305.39	0.00	1.21	0.53	-0.13	56.092128	0	0	0	0	0
796441	100685.734375	301.13	1.771709	-0.067037	-9.691728	0.035119	0.001064	-0.018091	305.54	0.01	0.84	-0.02	-0.11	55.762805	0	0	0	0	0
801441	100705.796875	301.13	1.790862	-0.076614	-9.715670	0.035119	0.001064	-0.017027	305.54	0.00	0.46	-0.40	-0.11	54.008415	0	0	0	0	0
806441	100685.734375	301.13	1.795651	-0.086191	-9.749189	0.037247	0.002128	-0.019156	305.59	0.01	0.67	-0.26	-0.11	55.762805	0	0	0	0	0
811441	100689.500000	301.14	1.781286	-0.086191	-9.634267	0.036183	0.000000	-0.015963	305.54	0.01	0.68	-0.27	-0.11	55.433494	0	0	0	0	0
816441	100705.796875	301.13	1.790862	-0.129286	-9.706093	0.037247	-0.001064	-0.019156	305.44	0.00	0.10	-0.99	-0.11	54.008415	0	0	0	0	0
821441	100702.031250	301.11	1.795651	-0.086191	-9.677363	0.036183	0.001064	-0.017027	305.39	0.01	0.48	-0.34	-0.11	54.337684	0	0	0	0	0
826441	100681.968750	301.11	1.757344	-0.105344	-9.701305	0.034055	-0.001064	-0.017027	305.78	0.01	0.94	0.03	-0.11	56.092128	0	0	0	0	0
831441	100685.734375	301.13	1.762132	-0.095768	-9.682151	0.035119	0.001064	-0.019156	305.54	0.00	0.89	-0.12	-0.12	55.762805	0	0	0	0	0
836441	100698.265625	301.09	1.766920	-0.114921	-9.696516	0.037247	0.002128	-0.017027	305.44	0.01	0.69	-0.39	-0.11	54.666961	0	0	0	0	0
841441	100702.031250	301.11	1.790862	-0.086191	-9.686940	0.035119	0.000000	-0.019156	305.44	0.01	0.84	-0.20	-0.12	54.337684	0	0	0	0	0
846441	100678.203125	301.09	1.762132	-0.100556	-9.696516	0.035119	0.002128	-0.020220	305.44	0.00	1.41	0.23	-0.10	56.421459	0	0	0	0	0
851441	100698.265625	301.09	1.786074	-0.090979	-9.682151	0.037247	0.001064	-0.020220	305.20	0.01	0.42	-0.64	-0.12	54.666961	0	0	0	0	0
856441	100678.203125	301.09	1.795651	-0.119710	-9.682151	0.035119	0.001064	-0.018091	305.73	0.01	1.08	0.06	-0.12	56.421459	0	0	0	0	0
861441	100690.718750	301.06	1.776497	-0.076614	-9.691728	0.034055	0.003192	-0.017027	305.34	0.00	0.83	-0.15	-0.10	55.326915	0	0	0	0	0
866441	100694.500000	301.08	1.771709	-0.090979	-9.682151	0.034055	0.001064	-0.018091	305.34	0.01	0.86	-0.17	-0.11	54.996250	0	0	0	0	0
871441	100678.203125	301.09	1.766920	-0.076614	-9.696516	0.035119	0.002128	-0.018091	305.54	0.01	1.53	0.44	-0.11	56.421459	0	0	0	0	0
876441	100698.265625	301.09	1.805227	-0.086191	-9.701305	0.036183	0.002128	-0.018091	305.54	0.00	0.55	-0.56	-0.11	54.666961	0	0	0	0	0
881441	100681.968750	301.11	1.800439	-0.100556	-9.686940	0.037247	0.000000	-0.018091	305.54	0.00	1.31	0.27	-0.12	56.092128	0	0	0	0	0
886441	100685.734375	301.13	1.776497	-0.076614	-9.710882	0.036183	-0.001064	-0.015963	305.59	0.01	0.47	-0.49	-0.11	55.762805	0	0	0	0	0
891441	100689.500000	301.14	1.742978	-0.076614	-9.667786	0.034055	0.001064	-0.017027	305.44	0.00	0.97	0.04	-0.12	55.433494	0	0	0	0	0
896441	100689.500000	301.14	1.786074	-0.090979	-9.696516	0.035119	0.001064	-0.017027	305.54	0.00	0.94	-0.08	-0.11	55.433494	0	0	0	0	0
901441	100689.500000	301.14	1.790862	-0.105344	-9.682151	0.034055	0.001064	-0.019156	305.68	0.00	0.66	-0.31	-0.12	55.433494	0	0	0	0	0
906441	100693.265625	301.16	1.790862	-0.086191	-9.710882	0.036183	0.001064	-0.014899	305.54	0.00	0.68	-0.21	-0.11	55.104194	0	0	0	0	0
911441	100693.265625	301.16	1.786074	-0.081402	-9.691728	0.034055	0.002128	-0.017027	305.54	0.01	0.49	-0.59	-0.12	55.104194	0	0	0	0	0
916441	100689.500000	301.14	1.786074	-0.095768	-9.677363	0.035119	0.002128	-0.017027	305.44	0.01	0.80	-0.06	-0.11	55.433494	0	0	0	0	0
921441	100689.500000	301.14	1.805227	-0.105344	-9.677363	0.037247	0.001064	-0.018091	305.54	0.00	0.72	-0.15	-0.12	55.433494	0	0	0	0	0
926441	100689.500000	301.14	1.810016	-0.119710	-9.696516	0.034055	0.001064	-0.015963	305.59	0.01	1.11	0.19	-0.11	55.433494	0	0	0	0	0
931441	100705.796875	301.13	1.786074	-0.067037	-9.677363	0.034055	0.001064	-0.014899	305.44	0.01	0.48	-0.33	-0.12	54.008415	0	0	0	0	0
936441	100702.031250	301.11	1.776497	-0.090979	-9.677363	0.037247	0.000000	-0.019156	305.39	0.00	0.18	-0.37	-0.12	54.337684	0	0	0	0	0
941441	100705.796875	301.13	1.766920	-0.143652	-9.720458	0.035119	0.002128	-0.018091	305.54	0.00	-0.05	-0.71	-0.11	54.008415	0	0	0	0	0
946441	100702.031250	301.11	1.776497	-0.110133	-9.686940	0.037247	0.000000	-0.019156	305.54	0.01	0.64	-0.30	-0.12	54.337684	0	0	0	0	0
951441	100661.906250	301.11	1.776497	-0.076614	-9.677363	0.035119	0.001064	-0.014899	305.54	0.00	1.04	0.16	-0.12	57.846858	0	0	0	0	0
956441	100694.500000	301.08	1.766920	-0.043095	-9.672574	0.037247	0.005321	-0.018091	305.54	0.00	0.76	-0.12	-0.12	54.996250	0	0	0	0	0
961441	100674.437500	301.08	1.790862	-0.100556	-9.691728	0.035119	0.001064	-0.021284	305.54	0.01	0.96	-0.04	-0.12	56.750801	0	0	0	0	0
966441	100686.968750	301.04	1.810016	-0.086191	-9.691728	0.035119	-0.002128	-0.017027	305.44	0.00	0.64	-0.32	-0.11	55.654857	0	0	0	0	0
971441	100686.968750	301.04	1.805227	-0.071826	-9.667786	0.032990	0.000000	-0.017027	305.34	0.01	0.80	-0.15	-0.13	55.654857	0	0	0	0	0
976441	100686.968750	301.04	1.771709	-0.119710	-9.672574	0.032990	0.000000	-0.014899	305.39	0.01	0.92	-0.01	-0.13	55.654857	0	0	0	0	0
