timestampMs pressurePa tempK accelX accelY accelZ gyroX gyroY gyroZ imuTemp battV altitudeM velocityMS accelerationMSS unfiltAlt flightState drogueCont drogueFired mainCont mainFired
748183 100132 -8.996 0.024902343 -1.0 0.03 1.01 0.18 0.27 0.0 0.0 1.7836 0.0087 0.0 1.9472 0 0 0 0 0
748204 100129 -8.998 0.010253907 -1.0 0.03 1.01 0.0 0.15 0.0 0.0 2.0372 0.0158 0.0 1.9624 0 0 0 0 0
748224 100130 -8.992 0.010253907 -1.0 0.02 0.95 0.09 0.24 0.0 0.0 1.9527 0.0159 0.0 1.9611 0 0 0 0 0
748244 100130 -8.983 0.021972656 -1.0 0.02 1.01 0.0 0.18 0.0 0.0 1.9527 0.016 0.0 1.96 0 0 0 0 0
748265 100130 -9.002 0.020019531 -1.0 0.02 1.1 -0.12 0.15 0.0 0.0 1.9527 0.0161 0.0 1.9591 0 0 0 0 0
748285 100133 -9.004 0.015136719 -0.99 0.04 0.98 0.09 0.3 0.0 0.0 1.699 -0.0059 0.0 1.9159 0 0 0 0 0
748306 100131 -8.987 0.024902343 -1.0 0.02 0.95 0.0 0.21 0.0 0.0 1.8681 -0.009 0.0 1.9078 0 0 0 0 0
748326 100133 -8.989 0.014648438 -1.0 0.02 1.04 0.03 0.37 0.0 0.0 1.699 -0.0256 0.0 1.8727 0 0 0 0 0
748347 100136 -8.976 0.015625 -1.0 0.04 1.13 -0.03 0.24 0.0 0.0 1.448 -0.0598 0.0 1.8011 0 0 0 0 0
748367 100128 -9.006 0.020996093 -1.0 0.03 1.07 0.21 0.3 0.0 0.0 2.1218 -0.0342 0.0 1.8535 0 0 0 0 0
748388 100130 -8.991 0.013671876 -1.0 0.02 1.04 0.15 0.27 0.0 0.0 1.9527 -0.0269 0.0 1.8694 0 0 0 0 0
748408 100129 -8.992 0.023925781 -1.0 0.02 1.04 -0.09 0.24 0.0 0.0 2.0372 -0.0138 0.0 1.8969 0 0 0 0 0
748429 100126 -8.985 0.020019531 -1.0 0.04 0.88 0.03 0.24 0.0 0.0 2.2882 0.0174 0.0 1.9622 0 0 0 0 0
748449 100130 -8.983 0.010742188 -1.0 0.02 1.07 0.03 0.15 0.0 0.0 1.9527 0.016 0.0 1.9609 0 0 0 0 0
