timestampMs,pressurePa,tempK,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,imuTemp,battV,altitudeM,velocityMS,accelerationMSS,unfiltAlt,flightState,drogueCont,drogueFired,mainCont,mainFired,tiltMagnitudeDeg,angularVelRadS_x,angularVelRadS_y,angularVelRadS_z,quaternion_a,quaternion_b,quaternion_c,quaternion_d
260116,101645.562500,281.46,9.806650,0.090979,-0.062249,0.020220,-0.001064,-0.010642,286.15,4.03,1.02,0.08,-0.00,-25.973442,0,1,0,1,0,,,,,,,,
265116,101630.671875,281.47,9.792284,0.119710,-0.071826,0.021284,0.001064,-0.010642,286.30,4.00,1.36,0.38,-0.00,-24.768404,0,1,0,1,0,,,,,,,,
270116,101634.468750,281.49,9.782708,0.105344,-0.105344,0.023412,-0.001064,-0.012770,286.30,4.03,0.69,-0.24,-0.00,-25.075683,0,1,0,1,0,,,,,,,,
275116,101634.468750,281.49,9.787496,0.081402,-0.062249,0.022348,0.001064,-0.010642,286.20,4.03,0.68,-0.30,-0.00,-25.075683,0,1,0,1,0,,,,,,,,
280116,101619.546875,281.51,9.811438,0.134075,-0.071826,0.021284,0.000000,-0.010642,286.30,4.00,1.13,0.04,-0.00,-23.868011,0,1,0,1,0,,,,,,,,
285116,101642.031250,281.52,9.797073,0.105344,-0.071826,0.021284,0.002128,-0.008513,286.30,4.03,0.89,-0.16,-0.01,-25.687685,0,1,0,1,0,,,,,,,,
290116,101623.343750,281.52,9.806650,0.105344,-0.100556,0.021284,0.002128,-0.011706,286.30,4.00,1.07,0.04,-0.00,-24.175317,0,1,0,1,0,,,,,,,,
295116,101627.125000,281.54,9.801861,0.114921,-0.043095,0.021284,-0.001064,-0.009578,286.54,4.03,0.97,-0.10,-0.00,-24.481349,0,1,0,1,0,,,,,,,,
300116,101627.125000,281.54,9.816226,0.095768,-0.047884,0.022348,-0.002128,-0.008513,286.54,4.00,0.71,-0.34,-0.00,-24.481349,0,1,0,1,0,,,,,,,,
305116,101612.218750,281.56,9.806650,0.114921,-0.095768,0.022348,0.001064,-0.009578,286.30,4.02,1.11,0.14,-0.00,-23.274871,0,1,0,1,0,,,,,,,,
310116,101612.218750,281.56,9.806650,0.114921,-0.043095,0.022348,0.003192,-0.012770,286.30,4.02,1.46,0.33,-0.00,-23.274871,0,1,0,1,0,,,,,,,,
315116,101615.984375,281.57,9.801861,0.100556,-0.081402,0.022348,0.004256,-0.010642,286.35,4.00,1.66,0.55,-0.00,-23.579666,0,1,0,1,0,,,,,,,,
320116,101634.687500,281.57,9.686940,-0.043095,-0.014365,0.029798,-0.004256,-0.011706,286.15,4.03,1.51,0.31,-0.01,-25.093387,0,1,0,1,0,,,,,,,,
325116,101619.796875,281.59,9.792284,0.057460,-0.038307,0.025541,0.006385,-0.008513,286.35,4.00,1.02,-0.09,-0.00,-23.888246,0,1,0,1,0,,,,,,,,
330116,101619.796875,281.59,9.777919,0.114921,-0.081402,0.028734,0.002128,-0.009578,286.49,4.02,1.01,-0.18,-0.01,-23.888246,0,1,0,1,0,,,,,,,,
335116,101623.578125,281.61,9.777919,-0.038307,0.062249,-0.035119,0.002128,-0.012770,286.39,4.00,1.50,0.34,-0.00,-24.194286,0,1,0,1,0,,,,,,,,
340116,101627.359375,281.62,9.782708,-0.081402,-0.153228,0.055339,-0.001064,-0.013834,286.35,4.03,1.22,0.00,-0.01,-24.500318,0,1,0,1,0,,,,,,,,
345116,101627.359375,281.62,9.806650,0.090979,-0.124498,0.023412,0.000000,-0.010642,286.49,4.02,1.13,-0.11,-0.00,-24.500318,0,1,0,1,0,,,,,,,,
350116,101608.656250,281.62,9.768342,0.095768,-0.043095,0.023412,0.000000,-0.009578,286.35,4.00,1.15,-0.02,-0.00,-22.986509,0,1,0,1,0,,,,,,,,
