PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 3810
Apogee: 5608' AGL
Ground Elevation: 288' MSL
NumSamps: 2328
Flight Number: 5
Main Setting: 500' AGL
Apogee Delay: 2 Seconds
Drogue At: 20.80 Seconds
Main At: 85.50 Seconds
Max Drogue Current: 0 Amps
Max Main Current: 0 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
63.75, 2234, -80, 43.23, 8.20
63.80, 2232, -80, 43.23, 8.20
63.85, 2234, -78, 43.23, 8.20
63.90, 2230, -74, 43.23, 8.20
63.95, 2229, -69, 43.20, 8.20
64.00, 2227, -64, 43.23, 8.20
64.05, 2226, -63, 43.20, 8.20
64.10, 2219, -66, 43.18, 8.20
64.15, 2217, -72, 43.23, 8.20
64.20, 2215, -79, 43.23, 8.20
64.25, 2210, -83, 43.23, 8.20
64.30, 2217, -86, 43.23, 8.20
64.35, 2206, -86, 43.23, 8.20
64.40, 2190, -85, 43.23, 8.20
64.45, 2170, -84, 43.23, 8.20
64.50, 2166, -82, 43.23, 8.20
64.55, 2165, -80, 43.23, 8.20
64.60, 2163, -79, 43.23, 8.20
64.65, 2157, -77, 43.20, 8.20
64.70, 2151, -76, 43.23, 8.20
64.75, 2162, -74, 43.23, 8.20
64.80, 2159, -73, 43.23, 8.20
64.85, 2158, -73, 43.20, 8.20
64.90, 2153, -74, 43.23, 8.20
64.95, 2184, -75, 43.23, 8.20
65.00, 2192, -77, 43.23, 8.20
65.05, 2158, -79, 43.23, 8.20
65.10, 2138, -81, 43.23, 8.20
65.15, 2124, -83, 43.23, 8.20
65.20, 2111, -84, 43.20, 8.20
65.25, 2106, -84, 43.23, 8.20
65.30, 2108, -83, 43.20, 8.20
65.35, 2105, -80, 43.23, 8.20
65.40, 2103, -77, 43.20, 8.20
65.45, 2099, -73, 43.18, 8.20
65.50, 2093, -70, 43.18, 8.20
65.55, 2091, -68, 43.18, 8.20
65.60, 2087, -67, 43.20, 8.20
65.65, 2088, -69, 43.18, 8.20
65.70, 2084, -73, 43.20, 8.20
65.75, 2090, -78, 43.20, 8.20
65.80, 2105, -84, 43.18, 8.20
65.85, 2089, -90, 43.20, 8.20
65.90, 2075, -94, 43.20, 8.20
65.95, 2081, -98, 43.18, 8.20
66.00, 2068, -99, 43.20, 8.20
66.05, 2065, -97, 43.18, 8.20
66.10, 2050, -93, 43.18, 8.20
66.15, 2054, -89, 43.18, 8.20
66.20, 2044, -85, 43.18, 8.20
66.25, 2041, -84, 43.18, 8.20
66.30, 2047, -83, 43.16, 8.20
66.35, 2040, -82, 43.18, 8.20
66.40, 2035, -81, 43.14, 8.20
66.45, 2033, -80, 43.14, 8.20
66.50, 2026, -80, 43.14, 8.20
66.55, 2046, -80, 43.14, 8.20
66.60, 2023, -82, 43.14, 8.20
66.65, 2023, -84, 43.12, 8.20
66.70, 2005, -88, 43.14, 8.20
66.75, 1987, -91, 43.14, 8.20
66.80, 1982, -93, 43.12, 8.20
66.85, 1984, -91, 43.12, 8.20
66.90, 1981, -87, 43.12, 8.20
66.95, 1973, -82, 43.12, 8.20
67.00, 1967, -79, 43.12, 8.20
67.05, 1963, -79, 43.12, 8.20
67.10, 1956, -83, 43.12, 8.20
67.15, 1952, -88, 43.12, 8.20
67.20, 1946, -92, 43.12, 8.20
67.25, 1941, -94, 43.12, 8.20
67.30, 1944, -94, 43.12, 8.20
67.35, 1947, -93, 43.12, 8.20
67.40, 1944, -94, 43.12, 8.20
67.45, 1938, -95, 43.12, 8.20
67.50, 1934, -96, 43.12, 8.20
67.55, 1932, -97, 43.12, 8.20
67.60, 1929, -96, 43.12, 8.20
67.65, 1919, -94, 43.12, 8.20
67.70, 1906, -90, 43.12, 8.20
67.75, 1902, -87, 43.12, 8.20
67.80, 1906, -84, 43.12, 8.20
67.85, 1910, -82, 43.12, 8.20
67.90, 1913, -80, 43.12, 8.20
67.95, 1923, -80, 43.12, 8.20
68.00, 1948, -81, 43.12, 8.20
68.05, 1894, -83, 43.12, 8.20
68.10, 1857, -85, 43.11, 8.20
68.15, 1855, -86, 43.12, 8.20
68.20, 1862, -86, 43.09, 8.20
68.25, 1863, -85, 43.11, 8.20
68.30, 1861, -86, 43.09, 8.20
68.35, 1853, -87, 43.09, 8.20
68.40, 1848, -89, 43.09, 8.20
68.45, 1847, -91, 43.09, 8.20
68.50, 1846, -92, 43.09, 8.20
68.55, 1836, -93, 43.09, 8.20
68.60, 1827, -94, 43.09, 8.20
68.65, 1831, -95, 43.07, 8.20
68.70, 1831, -95, 43.05, 8.20
68.75, 1818, -95, 43.07, 8.20
68.80, 1819, -93, 43.05, 8.20
68.85, 1821, -91, 43.05, 8.20
68.90, 1827, -90, 43.07, 8.20
68.95, 1826, -89, 43.05, 8.20
69.00, 1793, -89, 43.05, 8.20
69.05, 1779, -89, 43.07, 8.20
69.10, 1779, -90, 43.05, 8.20
69.15, 1780, -91, 43.05, 8.20
69.20, 1784, -90, 43.02, 8.20
69.25, 1780, -86, 43.02, 8.20
69.30, 1774, -80, 43.05, 8.20
69.35, 1769, -75, 43.05, 8.20
69.40, 1760, -73, 43.02, 8.20
69.45, 1754, -73, 43.02, 8.20
69.50, 1751, -76, 43.02, 8.20
69.55, 1744, -78, 43.00, 8.20
69.60, 1734, -79, 43.00, 8.20
69.65, 1722, -80, 43.00, 8.20
69.70, 1711, -81, 43.02, 8.20
69.75, 1716, -84, 43.00, 8.20
69.80, 1736, -86, 43.00, 8.20
69.85, 1752, -87, 43.00, 8.20
69.90, 1761, -84, 43.00, 8.20
69.95, 1740, -77, 43.00, 8.20
70.00, 1733, -69, 43.00, 8.20
70.05, 1703, -66, 43.00, 8.20
70.10, 1676, -70, 42.98, 8.20
70.15, 1658, -81, 42.98, 8.20
70.20, 1671, -94, 42.98, 8.20
70.25, 1714, -103, 42.96, 8.20
70.30, 1742, -105, 42.94, 8.20
70.35, 1706, -101, 42.94, 8.20
70.40, 1708, -95, 42.94, 8.20
70.45, 1686, -88, 42.93, 8.20
70.50, 1683, -81, 42.91, 8.20
70.55, 1677, -74, 42.89, 8.20
70.60, 1670, -67, 42.89, 8.20
70.65, 1670, -62, 42.89, 8.20
70.70, 1667, -62, 42.89, 8.20
70.75, 1655, -68, 42.89, 8.20
70.80, 1640, -81, 42.89, 8.20
70.85, 1632, -94, 42.89, 8.20
70.90, 1654, -102, 42.89, 8.20
70.95, 1683, -99, 42.89, 8.20
71.00, 1684, -87, 42.89, 8.20
71.05, 1681, -69, 42.89, 8.20
71.10, 1630, -52, 42.87, 8.20
71.15, 1566, -44, 42.84, 8.20
71.20, 1548, -45, 42.84, 8.20
71.25, 1553, -54, 42.82, 8.20
71.30, 1572, -67, 42.80, 8.20
71.35, 1584, -80, 42.80, 8.20
71.40, 1587, -93, 42.78, 8.20
71.45, 1582, -103, 42.78, 8.20
71.50, 1594, -110, 42.76, 8.20
71.55, 1611, -114, 42.76, 8.20
71.60, 1612, -115, 42.76, 8.20
71.65, 1613, -112, 42.76, 8.20
71.70, 1614, -109, 42.76, 8.20
71.75, 1593, -104, 42.75, 8.20
71.80, 1542, -99, 42.75, 8.20
71.85, 1519, -98, 42.71, 8.20
71.90, 1516, -99, 42.71, 8.20
71.95, 1534, -103, 42.71, 8.20
72.00, 1578, -103, 42.71, 8.20
72.05, 1609, -100, 42.69, 8.20
72.10, 1616, -93, 42.67, 8.20
72.15, 1604, -85, 42.67, 8.20
72.20, 1603, -82, 42.67, 8.20
72.25, 1597, -83, 42.64, 8.20
72.30, 1568, -85, 42.64, 8.20
72.35, 1521, -87, 42.64, 8.20
72.40, 1468, -86, 42.64, 8.20
72.45, 1460, -85, 42.62, 8.20
72.50, 1444, -85, 42.62, 8.20
72.55, 1445, -88, 42.60, 8.20
72.60, 1445, -93, 42.60, 8.20
72.65, 1451, -95, 42.60, 8.20
72.70, 1445, -91, 42.60, 8.20
72.75, 1464, -80, 42.60, 8.20
72.80, 1446, -64, 42.60, 8.20
72.85, 1486, -52, 42.58, 8.20
72.90, 1470, -48, 42.60, 8.20
72.95, 1463, -53, 42.58, 8.20
73.00, 1456, -64, 42.60, 8.20
73.05, 1446, -75, 42.58, 8.20
73.10, 1432, -82, 42.60, 8.20
73.15, 1414, -85, 42.58, 8.20
73.20, 1398, -84, 42.60, 8.20
73.25, 1387, -82, 42.57, 8.20
73.30, 1396, -78, 42.57, 8.20
73.35, 1416, -73, 42.57, 8.20
73.40, 1432, -67, 42.57, 8.20
73.45, 1441, -64, 42.57, 8.20
73.50, 1449, -62, 42.57, 8.20
73.55, 1429, -60, 42.57, 8.20
73.60, 1409, -54, 42.57, 8.20
73.65, 1402, -44, 42.53, 8.20
73.70, 1399, -34, 42.53, 8.20
73.75, 1430, -28, 42.53, 8.20
73.80, 1468, -28, 42.53, 8.20
73.85, 1459, -34, 42.53, 8.20
73.90, 1453, -43, 42.53, 8.20
73.95, 1437, -51, 42.53, 8.20
74.00, 1439, -57, 42.53, 8.20
74.05, 1433, -59, 42.53, 8.20
74.10, 1441, -57, 42.51, 8.20
74.15, 1455, -51, 42.53, 8.20
74.20, 1426, -45, 42.53, 8.20
74.25, 1393, -40, 42.53, 8.20
74.30, 1376, -39, 42.51, 8.20
74.35, 1359, -41, 42.51, 8.20
74.40, 1345, -47, 42.51, 8.20
74.45, 1328, -52, 42.51, 8.20
74.50, 1316, -55, 42.48, 8.20
74.55, 1307, -54, 42.51, 8.20
74.60, 1345, -52, 42.46, 8.20
74.65, 1416, -51, 42.46, 8.20
74.70, 1434, -54, 42.46, 8.20
74.75, 1422, -59, 42.46, 8.20
74.80, 1409, -66, 42.44, 8.20
74.85, 1385, -72, 42.46, 8.20
74.90, 1355, -76, 42.46, 8.20
74.95, 1337, -80, 42.44, 8.20
75.00, 1315, -84, 42.42, 8.20
75.05, 1310, -89, 42.42, 8.20
75.10, 1311, -92, 42.42, 8.20
75.15, 1315, -93, 42.42, 8.20
75.20, 1322, -89, 42.40, 8.20
75.25, 1332, -81, 42.40, 8.20
75.30, 1353, -72, 42.40, 8.20
75.35, 1339, -62, 42.40, 8.20
75.40, 1325, -54, 42.40, 8.20
75.45, 1325, -50, 42.40, 8.20
75.50, 1317, -52, 42.39, 8.20
75.55, 1312, -59, 42.39, 8.20
75.60, 1313, -72, 42.37, 8.20
75.65, 1319, -86, 42.37, 8.20
75.70, 1322, -95, 42.37, 8.20
75.75, 1315, -96, 42.37, 8.20
75.80, 1311, -90, 42.33, 8.20
75.85, 1304, -79, 42.33, 8.20
75.90, 1291, -69, 42.33, 8.20
75.95, 1278, -64, 42.30, 8.20
76.00, 1262, -65, 42.28, 8.20
76.05, 1253, -72, 42.28, 8.20
76.10, 1248, -79, 42.28, 8.20
76.15, 1242, -85, 42.28, 8.20
76.20, 1239, -86, 42.28, 8.20
76.25, 1236, -84, 42.28, 8.20
76.30, 1243, -78, 42.28, 8.20
76.35, 1245, -72, 42.28, 8.20
76.40, 1241, -67, 42.28, 8.20
76.45, 1230, -67, 42.28, 8.20
76.50, 1225, -72, 42.28, 8.20
76.55, 1221, -80, 42.28, 8.20
76.60, 1216, -87, 42.28, 8.20
76.65, 1212, -87, 42.28, 8.20
76.70, 1214, -82, 42.28, 8.20
76.75, 1221, -74, 42.30, 8.20
76.80, 1231, -68, 42.28, 8.20
76.85, 1240, -66, 42.28, 8.20
76.90, 1241, -65, 42.28, 8.20
76.95, 1205, -66, 42.28, 8.20
77.00, 1169, -65, 42.26, 8.20
77.05, 1146, -65, 42.28, 8.20
77.10, 1137, -62, 42.26, 8.20
77.15, 1138, -59, 42.26, 8.20
77.20, 1164, -59, 42.26, 8.20
77.25, 1195, -63, 42.26, 8.20
77.30, 1203, -74, 42.24, 8.20
77.35, 1200, -85, 42.24, 8.20
77.40, 1220, -89, 42.22, 8.20
77.45, 1202, -87, 42.22, 8.20
77.50, 1173, -77, 42.21, 8.20
77.55, 1070, -67, 42.19, 8.20
77.60, 1125, -60, 42.19, 8.20
77.65, 1174, -59, 42.19, 8.20
77.70, 1196, -67, 42.17, 8.20
77.75, 1183, -78, 42.17, 8.20
77.80, 1173, -89, 42.19, 8.20
77.85, 1164, -92, 42.17, 8.20
77.90, 1149, -84, 42.17, 8.20
77.95, 1140, -70, 42.12, 8.20
78.00, 1120, -55, 42.12, 8.20
78.05, 1114, -47, 42.12, 8.20
78.10, 1126, -47, 42.12, 8.20
78.15, 1123, -54, 42.12, 8.20
78.20, 1181, -64, 42.12, 8.20
78.25, 1114, -75, 42.12, 8.20
78.30, 1026, -84, 42.12, 8.20
78.35, 1126, -90, 42.10, 8.20
78.40, 1158, -91, 42.12, 8.20
78.45, 1109, -86, 42.12, 8.20
78.50, 1104, -77, 42.12, 8.20
78.55, 1105, -69, 42.12, 8.20
78.60, 1108, -67, 42.08, 8.20
78.65, 1114, -70, 42.12, 8.20
78.70, 1101, -75, 42.12, 8.20
78.75, 1019, -77, 42.10, 8.20
78.80, 992, -77, 42.12, 8.20
78.85, 1043, -77, 42.10, 8.20
78.90, 1085, -78, 42.08, 8.20
78.95, 1112, -82, 42.08, 8.20
79.00, 1070, -84, 42.08, 8.20
79.05, 1057, -82, 42.08, 8.20
79.10, 1044, -77, 42.08, 8.20
79.15, 1041, -69, 42.08, 8.20
79.20, 1034, -60, 42.08, 8.20
79.25, 1035, -48, 42.06, 8.20
79.30, 1028, -39, 42.08, 8.20
79.35, 1019, -38, 42.06, 8.20
79.40, 1009, -41, 42.06, 8.20
79.45, 995, -50, 42.06, 8.20
79.50, 994, -59, 42.06, 8.20
79.55, 1030, -64, 42.08, 8.20
79.60, 1051, -65, 42.06, 8.20
79.65, 999, -62, 42.06, 8.20
79.70, 1018, -59, 42.04, 8.20
79.75, 1021, -57, 42.06, 8.20
79.80, 1038, -60, 42.04, 8.20
79.85, 1038, -70, 42.04, 8.20
79.90, 966, -80, 42.04, 8.20
79.95, 900, -88, 42.04, 8.20
80.00, 944, -90, 42.03, 8.20
80.05, 1005, -86, 42.03, 8.20
80.10, 1007, -80, 42.03, 8.20
80.15, 1008, -76, 42.03, 8.20
80.20, 1002, -73, 42.03, 8.20
80.25, 1018, -70, 41.99, 8.20
80.30, 973, -68, 41.99, 8.20
80.35, 982, -65, 41.99, 8.20
80.40, 968, -65, 41.97, 8.20
80.45, 974, -68, 41.97, 8.20
80.50, 986, -73, 41.94, 8.20
80.55, 982, -79, 41.94, 8.20
80.60, 977, -84, 41.94, 8.20
80.65, 958, -87, 41.94, 8.20
80.70, 939, -92, 41.94, 8.20
80.75, 935, -94, 41.92, 8.20
80.80, 910, -93, 41.94, 8.20
80.85, 903, -90, 41.92, 8.20
80.90, 888, -84, 41.92, 8.20
80.95, 891, -80, 41.92, 8.20
81.00, 901, -81, 41.92, 8.20
81.05, 897, -88, 41.92, 8.20
81.10, 895, -96, 41.92, 8.20
81.15, 887, -102, 41.92, 8.20
81.20, 900, -104, 41.92, 8.20
81.25, 892, -104, 41.92, 8.20
81.30, 897, -102, 41.92, 8.20
81.35, 890, -101, 41.92, 8.20
81.40, 872, -101, 41.92, 8.20
81.45, 870, -103, 41.94, 8.20
81.50, 859, -105, 41.92, 8.20
81.55, 860, -106, 41.92, 8.20
81.60, 845, -105, 41.94, 8.20
81.65, 846, -101, 41.94, 8.20
81.70, 845, -97, 41.94, 8.20
81.75, 835, -92, 41.94, 8.20
81.80, 816, -87, 41.92, 8.20
81.85, 807, -84, 41.94, 8.20
81.90, 808, -83, 41.94, 8.20
81.95, 810, -83, 41.94, 8.20
82.00, 808, -84, 41.94, 8.20
82.05, 809, -86, 41.94, 8.20
82.10, 805, -88, 41.94, 8.20
82.15, 799, -90, 41.94, 8.20
82.20, 793, -92, 41.94, 8.20
82.25, 788, -93, 41.94, 8.20
82.30, 786, -93, 41.92, 8.20
82.35, 785, -93, 41.94, 8.20
82.40, 776, -91, 41.94, 8.20
82.45, 771, -89, 41.94, 8.20
82.50, 767, -87, 41.92, 8.20
82.55, 764, -87, 41.92, 8.20
82.60, 761, -89, 41.94, 8.20
82.65, 756, -91, 41.92, 8.20
82.70, 749, -91, 41.92, 8.20
82.75, 745, -85, 41.94, 8.20
82.80, 741, -74, 41.94, 8.20
82.85, 737, -61, 41.94, 8.20
82.90, 734, -51, 41.94, 8.20
82.95, 731, -50, 41.94, 8.20
83.00, 729, -57, 41.92, 8.20
83.05, 725, -70, 41.92, 8.20
83.10, 718, -84, 41.94, 8.20
83.15, 715, -93, 41.92, 8.20
83.20, 712, -97, 41.94, 8.20
83.25, 707, -95, 41.92, 8.20
83.30, 704, -92, 41.92, 8.20
83.35, 701, -90, 41.92, 8.20
83.40, 696, -90, 41.94, 8.20
83.45, 693, -89, 41.94, 8.20
83.50, 692, -88, 41.94, 8.20
83.55, 687, -84, 41.94, 8.20
83.60, 672, -81, 41.94, 8.20
83.65, 646, -77, 41.94, 8.20
83.70, 629, -74, 41.92, 8.20
83.75, 661, -72, 41.92, 8.20
83.80, 707, -72, 41.92, 8.20
83.85, 753, -74, 41.92, 8.20
83.90, 731, -77, 41.92, 8.20
83.95, 719, -81, 41.92, 8.20
84.00, 681, -85, 41.90, 8.20
84.05, 615, -88, 41.92, 8.20
84.10, 584, -90, 41.90, 8.20
84.15, 591, -89, 41.88, 8.20
84.20, 606, -88, 41.88, 8.20
84.25, 617, -85, 41.88, 8.20
84.30, 616, -81, 41.88, 8.20
84.35, 601, -78, 41.88, 8.20
84.40, 591, -77, 41.88, 8.20
84.45, 587, -79, 41.85, 8.20
84.50, 597, -83, 41.85, 8.20
84.55, 608, -86, 41.85, 8.20
84.60, 612, -85, 41.85, 8.20
84.65, 605, -82, 41.85, 8.20
84.70, 605, -80, 41.85, 8.20
84.75, 605, -82, 41.85, 8.20
84.80, 600, -91, 41.83, 8.20
84.85, 592, -98, 41.83, 8.20
84.90, 573, -96, 41.83, 8.20
84.95, 557, -89, 41.83, 8.20
85.00, 547, -74, 41.83, 8.20
85.05, 539, -59, 41.83, 8.20
85.10, 536, -50, 41.83, 8.20
85.15, 539, -47, 41.81, 8.20
85.20, 541, -48, 41.83, 8.20
85.25, 547, -51, 41.81, 8.20
85.30, 547, -53, 41.83, 8.20
85.35, 555, -52, 41.81, 8.20
85.40, 565, -51, 41.81, 8.20
85.45, 537, -51, 41.83, 8.20
85.50, 490, -52, 41.81, 8.20
85.55, 476, -57, 41.81, 8.20
85.60, 477, -64, 41.81, 8.20
85.65, 521, -71, 41.77, 8.10
85.70, 559, -77, 41.77, 8.20
85.75, 505, -80, 41.77, 8.20
85.80, 495, -79, 41.77, 8.20
85.85, 551, -74, 41.77, 8.20
85.90, 520, -67, 41.77, 8.20
85.95, 521, -60, 41.77, 8.20
86.00, 531, -54, 41.77, 8.20
86.05, 521, -50, 41.77, 8.20
86.10, 519, -48, 41.76, 8.20
86.15, 502, -49, 41.76, 8.20
86.20, 507, -51, 41.74, 8.20
86.25, 496, -55, 41.76, 8.20
86.30, 516, -58, 41.76, 8.20
86.35, 487, -58, 41.74, 8.20
86.40, 485, -56, 41.74, 8.20
86.45, 512, -50, 41.74, 8.20
86.50, 512, -43, 41.74, 8.20
86.55, 491, -41, 41.74, 8.20
86.60, 458, -43, 41.74, 8.20
86.65, 437, -47, 41.74, 8.20
86.70, 441, -53, 41.74, 8.20
86.75, 439, -54, 41.74, 8.20
86.80, 444, -55, 41.74, 8.20
86.85, 435, -56, 41.74, 8.20
86.90, 444, -56, 41.74, 8.20
86.95, 448, -57, 41.72, 8.20
87.00, 453, -57, 41.72, 8.20
87.05, 450, -56, 41.74, 8.20
87.10, 445, -55, 41.74, 8.20
87.15, 444, -54, 41.72, 8.20
87.20, 441, -53, 41.72, 8.20
87.25, 431, -51, 41.72, 8.20
87.30, 431, -50, 41.72, 8.20
87.35, 433, -49, 41.72, 8.20
87.40, 432, -48, 41.70, 8.20
87.45, 425, -48, 41.72, 8.20
87.50, 419, -45, 41.72, 8.20
87.55, 420, -40, 41.72, 8.20
87.60, 416, -33, 41.70, 8.20
87.65, 412, -27, 41.72, 8.20
87.70, 414, -23, 41.72, 8.20
87.75, 416, -22, 41.70, 8.20
87.80, 416, -22, 41.70, 8.20
87.85, 414, -23, 41.70, 8.20
87.90, 414, -25, 41.70, 8.20
87.95, 413, -27, 41.70, 8.20
88.00, 412, -28, 41.70, 8.20
88.05, 411, -29, 41.70, 8.20
88.10, 406, -28, 41.72, 8.20
88.15, 400, -27, 41.70, 8.20
88.20, 399, -26, 41.70, 8.20
88.25, 402, -24, 41.70, 8.20
88.30, 406, -23, 41.70, 8.20
88.35, 408, -23, 41.70, 8.20
88.40, 405, -22, 41.70, 8.20
88.45, 404, -22, 41.70, 8.20
88.50, 404, -20, 41.70, 8.20
88.55, 401, -20, 41.70, 8.20
88.60, 402, -19, 41.70, 8.20
88.65, 400, -19, 41.70, 8.20
88.70, 397, -19, 41.70, 8.20
88.75, 397, -20, 41.70, 8.20
88.80, 396, -20, 41.70, 8.20
88.85, 396, -21, 41.70, 8.20
88.90, 396, -21, 41.70, 8.20
88.95, 393, -21, 41.70, 8.20
89.00, 391, -21, 41.70, 8.20
89.05, 390, -20, 41.70, 8.20
89.10, 389, -19, 41.70, 8.20
89.15, 390, -18, 41.70, 8.20
89.20, 390, -19, 41.68, 8.20
89.25, 387, -19, 41.70, 8.20
89.30, 386, -20, 41.70, 8.20
89.35, 386, -21, 41.70, 8.20
89.40, 383, -21, 41.70, 8.20
89.45, 381, -21, 41.70, 8.20
89.50, 382, -20, 41.70, 8.20
89.55, 379, -20, 41.70, 8.20
89.60, 378, -20, 41.68, 8.20
89.65, 377, -20, 41.70, 8.20
89.70, 376, -20, 41.70, 8.20
89.75, 375, -20, 41.70, 8.20
89.80, 373, -20, 41.70, 8.20
89.85, 373, -20, 41.68, 8.20
89.90, 372, -19, 41.70, 8.20
89.95, 370, -19, 41.70, 8.20
90.00, 369, -18, 41.70, 8.20
90.05, 369, -18, 41.70, 8.20
90.10, 368, -18, 41.70, 8.20
90.15, 367, -18, 41.70, 8.20
90.20, 365, -18, 41.70, 8.20
90.25, 364, -18, 41.70, 8.20
90.30, 364, -18, 41.70, 8.20
90.35, 364, -18, 41.70, 8.20
90.40, 364, -18, 41.70, 8.20
90.45, 363, -18, 41.70, 8.20
90.50, 364, -17, 41.68, 8.20
90.55, 362, -17, 41.70, 8.20
90.60, 362, -16, 41.70, 8.20
90.65, 360, -15, 41.68, 8.20
90.70, 358, -15, 41.70, 8.20
90.75, 355, -14, 41.70, 8.20
90.80, 357, -14, 41.68, 8.20
90.85, 356, -14, 41.70, 8.20
90.90, 357, -14, 41.68, 8.20
90.95, 357, -15, 41.68, 8.20
91.00, 356, -15, 41.68, 8.20
91.05, 356, -15, 41.68, 8.20
91.10, 355, -15, 41.70, 8.20
91.15, 350, -15, 41.68, 8.20
91.20, 351, -16, 41.68, 8.20
91.25, 353, -16, 41.68, 8.20
91.30, 350, -16, 41.68, 8.20
91.35, 349, -16, 41.68, 8.20
91.40, 346, -16, 41.68, 8.20
91.45, 347, -16, 41.68, 8.20
91.50, 346, -16, 41.68, 8.20
91.55, 349, -16, 41.68, 8.20
91.60, 348, -17, 41.68, 8.20
91.65, 345, -17, 41.70, 8.20
91.70, 347, -17, 41.68, 8.20
91.75, 347, -16, 41.67, 8.20
91.80, 346, -16, 41.68, 8.20
91.85, 344, -16, 41.68, 8.20
91.90, 342, -16, 41.68, 8.20
91.95, 340, -17, 41.67, 8.20
92.00, 339, -17, 41.67, 8.20
92.05, 338, -18, 41.68, 8.20
92.10, 337, -19, 41.68, 8.20
92.15, 336, -20, 41.68, 8.20
92.20, 333, -20, 41.68, 8.20
92.25, 332, -20, 41.68, 8.20
92.30, 332, -20, 41.67, 8.20
92.35, 332, -20, 41.67, 8.20
92.40, 334, -19, 41.65, 8.20
92.45, 334, -19, 41.65, 8.20
92.50, 332, -19, 41.65, 8.20
92.55, 327, -19, 41.65, 8.20
92.60, 325, -19, 41.65, 8.20
92.65, 326, -19, 41.63, 8.20
92.70, 324, -19, 41.65, 8.20
92.75, 325, -19, 41.65, 8.20
92.80, 327, -19, 41.65, 8.20
92.85, 327, -19, 41.63, 8.20
92.90, 326, -19, 41.63, 8.20
92.95, 323, -19, 41.59, 8.20
93.00, 318, -20, 41.59, 8.20
93.05, 316, -20, 41.59, 8.20
93.10, 312, -20, 41.59, 8.20
93.15, 310, -20, 41.59, 8.20
93.20, 311, -20, 41.59, 8.20
93.25, 310, -21, 41.59, 8.20
93.30, 312, -21, 41.63, 8.20
93.35, 311, -22, 41.59, 8.20
93.40, 310, -22, 41.59, 8.20
93.45, 309, -22, 41.59, 8.20
93.50, 310, -21, 41.59, 8.20
93.55, 310, -20, 41.59, 8.20
93.60, 309, -19, 41.59, 8.20
93.65, 309, -18, 41.63, 8.20
93.70, 308, -18, 41.63, 8.20
93.75, 308, -18, 41.59, 8.20
93.80, 307, -18, 41.59, 8.20
93.85, 305, -19, 41.59, 8.20
93.90, 302, -19, 41.59, 8.20
93.95, 301, -18, 41.59, 8.20
94.00, 299, -17, 41.59, 8.20
94.05, 298, -16, 41.58, 8.20
94.10, 295, -16, 41.59, 8.20
94.15, 295, -15, 41.58, 8.20
94.20, 293, -16, 41.58, 8.20
94.25, 291, -16, 41.59, 8.20
94.30, 290, -17, 41.58, 8.20
94.35, 290, -18, 41.58, 8.20
94.40, 289, -19, 41.58, 8.20
94.45, 289, -20, 41.58, 8.20
94.50, 289, -21, 41.58, 8.20
94.55, 290, -22, 41.58, 8.20
94.60, 290, -22, 41.59, 8.20
94.65, 291, -22, 41.59, 8.20
94.70, 290, -22, 41.59, 8.20
94.75, 291, -22, 41.58, 8.20
94.80, 290, -21, 41.58, 8.20
94.85, 288, -21, 41.58, 8.20
94.90, 286, -21, 41.58, 8.20
94.95, 284, -20, 41.58, 8.20
95.00, 284, -20, 41.58, 8.20
95.05, 284, -19, 41.58, 8.20
95.10, 282, -18, 41.58, 8.20
95.15, 281, -17, 41.58, 8.20
95.20, 278, -17, 41.58, 8.20
95.25, 278, -17, 41.58, 8.20
95.30, 275, -17, 41.56, 8.20
95.35, 272, -17, 41.58, 8.20
95.40, 271, -17, 41.58, 8.20
95.45, 269, -17, 41.58, 8.20
95.50, 267, -18, 41.58, 8.20
95.55, 265, -19, 41.58, 8.20
95.60, 264, -20, 41.58, 8.20
95.65, 265, -21, 41.58, 8.20
95.70, 265, -22, 41.58, 8.20
95.75, 266, -23, 41.58, 8.20
95.80, 264, -24, 41.58, 8.20
95.85, 262, -24, 41.58, 8.20
95.90, 260, -24, 41.58, 8.20
95.95, 259, -24, 41.58, 8.20
96.00, 259, -24, 41.58, 8.20
96.05, 262, -23, 41.58, 8.20
96.10, 263, -23, 41.58, 8.20
96.15, 262, -22, 41.58, 8.20
96.20, 259, -22, 41.58, 8.20
96.25, 256, -21, 41.58, 8.20
96.30, 255, -21, 41.58, 8.20
96.35, 257, -20, 41.58, 8.20
96.40, 256, -19, 41.58, 8.20
96.45, 257, -19, 41.58, 8.20
96.50, 254, -19, 41.58, 8.20
96.55, 252, -19, 41.58, 8.20
96.60, 250, -19, 41.58, 8.20
96.65, 246, -20, 41.58, 8.20
96.70, 245, -21, 41.58, 8.20
96.75, 242, -21, 41.58, 8.20
96.80, 241, -22, 41.58, 8.20
96.85, 239, -22, 41.58, 8.20
96.90, 239, -22, 41.58, 8.20
96.95, 238, -22, 41.58, 8.20
97.00, 237, -22, 41.58, 8.20
97.05, 237, -22, 41.56, 8.20
97.10, 237, -22, 41.58, 8.20
97.15, 236, -21, 41.58, 8.20
97.20, 236, -20, 41.58, 8.20
97.25, 234, -20, 41.58, 8.20
97.30, 235, -20, 41.56, 8.20
97.35, 233, -20, 41.58, 8.20
